Sale Date,Office Name,Office_ID,Product,Product_ID,Qty,Day,Month,DayOfWeek
2026-04-02,BEO AMDANGA,0,Frozen Semen Straw (FSS) - Cross Breed Holstein Friesion (CBHF),5,20.0,2,4,3
2026-04-02,BEO AMDANGA,0,Frozen Semen Straw (FSS) - Cross Breed Jersey (CBJ),6,20.0,2,4,3
2026-04-02,BEO AMDANGA,0,Frozen Semen Straw (FSS) - GIR,7,20.0,2,4,3
2026-04-02,BEO AMDANGA,0,Frozen Semen Straw (FSS) - Pure Jersey (PJ) ,8,20.0,2,4,3
2026-04-02,BEO HAROA,14,AI Gloves (50 Pcs Packet) - 2024,0,2.0,2,4,3
2026-04-02,BEO HAROA,14,AI Sheath - for 0.25 ml straw (50 Pcs Packet),3,2.0,2,4,3
2026-04-02,BEO HAROA,14,Frozen Semen Straw (FSS) - Cross Breed Holstein Friesion (CBHF),5,10.0,2,4,3
2026-04-02,BEO HAROA,14,Frozen Semen Straw (FSS) - Cross Breed Jersey (CBJ),6,35.0,2,4,3
2026-04-02,BEO HAROA,14,Frozen Semen Straw (FSS) - GIR,7,30.0,2,4,3
2026-04-02,BEO HAROA,14,Frozen Semen Straw (FSS) - Pure Jersey (PJ) ,8,27.0,2,4,3
2026-04-02,BEO HAROA,14,Liquid Nitrogen (LN2) ,11,19.0,2,4,3
2026-04-02,BEO HINGALGANJ,16,AI Sheath - for 0.25 ml straw (50 Pcs Packet),3,2.0,2,4,3
2026-04-02,BEO HINGALGANJ,16,Frozen Semen Straw (FSS) - GIR,7,97.0,2,4,3
2026-04-02,BEO HINGALGANJ,16,Frozen Semen Straw (FSS) - Pure Jersey (PJ) ,8,28.0,2,4,3
2026-04-02,BEO HINGALGANJ,16,Liquid Nitrogen (LN2) ,11,35.0,2,4,3
2026-04-02,BEO SANDESHKHALI-II,20,AI Gloves (50 Pcs Packet) - 2024,0,3.0,2,4,3
2026-04-02,BEO SANDESHKHALI-II,20,AI Sheath - for 0.25 ml straw (50 Pcs Packet),3,3.0,2,4,3
2026-04-02,BEO SANDESHKHALI-II,20,Frozen Semen Straw (FSS) - Cross Breed Jersey (CBJ),6,38.0,2,4,3
2026-04-02,BEO SANDESHKHALI-II,20,Frozen Semen Straw (FSS) - Pure Jersey (PJ) ,8,50.0,2,4,3
2026-04-02,BEO SANDESHKHALI-II,20,Liquid Nitrogen (LN2) ,11,27.0,2,4,3
2026-04-02,DPD 24 PARAGANAS NORTH ,22,Frozen Semen Straw (FSS) - Cross Breed Holstein Friesion (CBHF),5,5.0,2,4,3
2026-04-02,DPD 24 PARAGANAS NORTH ,22,Frozen Semen Straw (FSS) - Cross Breed Jersey (CBJ),6,25.0,2,4,3
2026-04-02,DPD 24 PARAGANAS NORTH ,22,Frozen Semen Straw (FSS) - GIR,7,10.0,2,4,3
2026-04-02,DPD 24 PARAGANAS NORTH ,22,Liquid Nitrogen (LN2) ,11,52.0,2,4,3
2026-04-05,BEO GAIGHATA,11,AI Gloves (50 Pcs Packet) - 2024,0,2.0,5,4,6
2026-04-05,BEO GAIGHATA,11,AI Sheath - for 0.25 ml straw (50 Pcs Packet),3,6.0,5,4,6
2026-04-05,BEO GAIGHATA,11,Frozen Semen Straw (FSS) - Cross Breed Holstein Friesion (CBHF),5,131.0,5,4,6
2026-04-05,BEO GAIGHATA,11,Frozen Semen Straw (FSS) - Cross Breed Jersey (CBJ),6,81.0,5,4,6
2026-04-05,BEO GAIGHATA,11,Frozen Semen Straw (FSS) - GIR,7,99.0,5,4,6
2026-04-05,BEO GAIGHATA,11,Frozen Semen Straw (FSS) - Pure Jersey (PJ) ,8,126.0,5,4,6
2026-04-05,BEO GAIGHATA,11,Liquid Nitrogen (LN2) ,11,60.0,5,4,6
2026-04-06,BEO AMDANGA,0,Frozen Semen Straw (FSS) - Cross Breed Holstein Friesion (CBHF),5,10.0,6,4,0
2026-04-06,BEO AMDANGA,0,Frozen Semen Straw (FSS) - Cross Breed Jersey (CBJ),6,10.0,6,4,0
2026-04-06,BEO AMDANGA,0,Frozen Semen Straw (FSS) - GIR,7,10.0,6,4,0
2026-04-06,BEO AMDANGA,0,Frozen Semen Straw (FSS) - Pure Jersey (PJ) ,8,10.0,6,4,0
2026-04-06,BEO AMDANGA,0,Liquid Nitrogen (LN2) ,11,3.0,6,4,0
2026-04-06,BEO BADURIA,1,AI Gloves (50 Pcs Packet) - 2024,0,1.0,6,4,0
2026-04-06,BEO BADURIA,1,AI Sheath - for 0.25 ml straw (50 Pcs Packet),3,2.0,6,4,0
2026-04-06,BEO BADURIA,1,Frozen Semen Straw (FSS) - Cross Breed Holstein Friesion (CBHF),5,55.0,6,4,0
2026-04-06,BEO BADURIA,1,Frozen Semen Straw (FSS) - Cross Breed Jersey (CBJ),6,30.0,6,4,0
2026-04-06,BEO BADURIA,1,Frozen Semen Straw (FSS) - GIR,7,40.0,6,4,0
2026-04-06,BEO BADURIA,1,Frozen Semen Straw (FSS) - Pure Jersey (PJ) ,8,65.0,6,4,0
2026-04-06,BEO BADURIA,1,Liquid Nitrogen (LN2) ,11,107.0,6,4,0
2026-04-06,BEO BARRACKPUR-II,6,Frozen Semen Straw (FSS) - Cross Breed Holstein Friesion (CBHF),5,47.0,6,4,0
2026-04-06,BEO BARRACKPUR-II,6,Frozen Semen Straw (FSS) - Cross Breed Jersey (CBJ),6,51.0,6,4,0
2026-04-06,BEO BARRACKPUR-II,6,Frozen Semen Straw (FSS) - GIR,7,34.0,6,4,0
2026-04-06,BEO BARRACKPUR-II,6,Frozen Semen Straw (FSS) Buffalo Murrah,9,45.0,6,4,0
2026-04-06,BEO BARRACKPUR-II,6,Liquid Nitrogen (LN2) ,11,30.0,6,4,0
2026-04-06,BEO BASIRHAT-I,7,AI Gloves (50 Pcs Packet) - 2024,0,3.0,6,4,0
2026-04-06,BEO BASIRHAT-I,7,AI Sheath - for 0.25 ml straw (50 Pcs Packet),3,6.0,6,4,0
2026-04-06,BEO BASIRHAT-I,7,Frozen Semen Straw (FSS) - Cross Breed Holstein Friesion (CBHF),5,65.0,6,4,0
2026-04-06,BEO BASIRHAT-I,7,Frozen Semen Straw (FSS) - Cross Breed Jersey (CBJ),6,150.0,6,4,0
2026-04-06,BEO BASIRHAT-I,7,Frozen Semen Straw (FSS) - GIR,7,70.0,6,4,0
2026-04-06,BEO BASIRHAT-I,7,Frozen Semen Straw (FSS) - Pure Jersey (PJ) ,8,60.0,6,4,0
2026-04-06,BEO BASIRHAT-I,7,Liquid Nitrogen (LN2) ,11,114.0,6,4,0
2026-04-06,BEO GAIGHATA,11,AI Gloves (50 Pcs Packet) - 2024,0,5.0,6,4,0
2026-04-06,BEO GAIGHATA,11,AI Sheath - for 0.25 ml straw (50 Pcs Packet),3,4.0,6,4,0
2026-04-06,BEO GAIGHATA,11,Frozen Semen Straw (FSS) - Cross Breed Holstein Friesion (CBHF),5,87.0,6,4,0
2026-04-06,BEO GAIGHATA,11,Frozen Semen Straw (FSS) - Cross Breed Jersey (CBJ),6,45.0,6,4,0
2026-04-06,BEO GAIGHATA,11,Frozen Semen Straw (FSS) - GIR,7,69.0,6,4,0
2026-04-06,BEO GAIGHATA,11,Frozen Semen Straw (FSS) - Pure Jersey (PJ) ,8,69.0,6,4,0
2026-04-06,BEO GAIGHATA,11,Liquid Nitrogen (LN2) ,11,43.0,6,4,0
2026-04-06,BEO HABRA-I,12,AI Gloves (50 Pcs Packet) - 2024,0,3.0,6,4,0
2026-04-06,BEO HABRA-I,12,AI Sheath - for 0.25 ml straw (50 Pcs Packet),3,2.0,6,4,0
2026-04-06,BEO HABRA-I,12,Frozen Semen Straw (FSS) - Cross Breed Holstein Friesion (CBHF),5,50.0,6,4,0
2026-04-06,BEO HABRA-I,12,Frozen Semen Straw (FSS) - Cross Breed Jersey (CBJ),6,60.0,6,4,0
2026-04-06,BEO HABRA-I,12,Frozen Semen Straw (FSS) - GIR,7,70.0,6,4,0
2026-04-06,BEO HABRA-I,12,Frozen Semen Straw (FSS) - Pure Jersey (PJ) ,8,55.0,6,4,0
2026-04-06,BEO HABRA-I,12,Liquid Nitrogen (LN2) ,11,36.0,6,4,0
2026-04-06,BEO SWARUPNAGAR,21,AI Sheath - for 0.25 ml straw (50 Pcs Packet),3,7.0,6,4,0
2026-04-06,BEO SWARUPNAGAR,21,Frozen Semen Straw (FSS) - Cross Breed Holstein Friesion (CBHF),5,60.0,6,4,0
2026-04-06,BEO SWARUPNAGAR,21,Frozen Semen Straw (FSS) - Cross Breed Jersey (CBJ),6,220.0,6,4,0
2026-04-06,BEO SWARUPNAGAR,21,Frozen Semen Straw (FSS) - GIR,7,80.0,6,4,0
2026-04-06,BEO SWARUPNAGAR,21,Frozen Semen Straw (FSS) - Pure Jersey (PJ) ,8,50.0,6,4,0
2026-04-06,BEO SWARUPNAGAR,21,Liquid Nitrogen (LN2) ,11,37.0,6,4,0
2026-04-07,BEO BAGDA,2,AI Gloves (50 Pcs Packet) - 2024,0,12.0,7,4,1
2026-04-07,BEO BAGDA,2,AI Sheath - for 0.25 ml straw (50 Pcs Packet),3,21.0,7,4,1
2026-04-07,BEO BAGDA,2,Frozen Semen Straw (FSS) - Cross Breed Holstein Friesion (CBHF),5,240.0,7,4,1
2026-04-07,BEO BAGDA,2,Frozen Semen Straw (FSS) - Cross Breed Jersey (CBJ),6,360.0,7,4,1
2026-04-07,BEO BAGDA,2,Frozen Semen Straw (FSS) - GIR,7,210.0,7,4,1
2026-04-07,BEO BAGDA,2,Frozen Semen Straw (FSS) - Pure Jersey (PJ) ,8,225.0,7,4,1
2026-04-07,BEO BAGDA,2,Liquid Nitrogen (LN2) ,11,113.0,7,4,1
2026-04-07,BEO BARRACKPUR-II,6,Frozen Semen Straw (FSS) - GIR,7,15.0,7,4,1
2026-04-07,BEO BARRACKPUR-II,6,Frozen Semen Straw (FSS) Buffalo Murrah,9,5.0,7,4,1
2026-04-07,BEO BARRACKPUR-II,6,Liquid Nitrogen (LN2) ,11,3.0,7,4,1
2026-04-07,BEO DEGANGA,10,AI Gloves (50 Pcs Packet) - 2024,0,3.0,7,4,1
2026-04-07,BEO DEGANGA,10,AI Gun (for 0.25 ml straw) with Container_2025,2,1.0,7,4,1
2026-04-07,BEO DEGANGA,10,AI Sheath - for 0.25 ml straw (50 Pcs Packet),3,10.0,7,4,1
2026-04-07,BEO DEGANGA,10,Frozen Semen Straw (FSS) - Cross Breed Jersey (CBJ),6,259.0,7,4,1
2026-04-07,BEO DEGANGA,10,Frozen Semen Straw (FSS) - GIR,7,117.0,7,4,1
2026-04-07,BEO DEGANGA,10,Frozen Semen Straw (FSS) - Pure Jersey (PJ) ,8,104.0,7,4,1
2026-04-07,BEO DEGANGA,10,Goblet (35 X 118mm)_2023,10,1.0,7,4,1
2026-04-07,BEO DEGANGA,10,Liquid Nitrogen (LN2) ,11,193.0,7,4,1
2026-04-07,BEO HABRA-II,13,AI Gloves (50 Pcs Packet) - 2024,0,2.0,7,4,1
2026-04-07,BEO HABRA-II,13,AI Sheath - for 0.25 ml straw (50 Pcs Packet),3,4.0,7,4,1
2026-04-07,BEO HABRA-II,13,Frozen Semen Straw (FSS) - Cross Breed Holstein Friesion (CBHF),5,96.0,7,4,1
2026-04-07,BEO HABRA-II,13,Frozen Semen Straw (FSS) - Cross Breed Jersey (CBJ),6,104.0,7,4,1
2026-04-07,BEO HABRA-II,13,Frozen Semen Straw (FSS) - GIR,7,132.0,7,4,1
2026-04-07,BEO HABRA-II,13,Frozen Semen Straw (FSS) - Pure Jersey (PJ) ,8,175.0,7,4,1
2026-04-07,BEO HABRA-II,13,Liquid Nitrogen (LN2) ,11,90.0,7,4,1
2026-04-07,BEO SANDESHKHALI-II,20,Frozen Semen Straw (FSS) - Pure Jersey (PJ) ,8,5.0,7,4,1
2026-04-07,BEO SANDESHKHALI-II,20,Liquid Nitrogen (LN2) ,11,24.0,7,4,1
2026-04-07,DPD 24 PARAGANAS NORTH ,22,Frozen Semen Straw (FSS) - Cross Breed Jersey (CBJ),6,5.0,7,4,1
2026-04-07,DPD 24 PARAGANAS NORTH ,22,Frozen Semen Straw (FSS) - Pure Jersey (PJ) ,8,5.0,7,4,1
2026-04-07,DPD 24 PARAGANAS NORTH ,22,Liquid Nitrogen (LN2) ,11,52.0,7,4,1
2026-04-08,BEO BARASAT-I,3,AI Gloves (50 Pcs Packet) - 2024,0,4.0,8,4,2
2026-04-08,BEO BARASAT-I,3,AI Sheath - for 0.25 ml straw (50 Pcs Packet),3,3.0,8,4,2
2026-04-08,BEO BARASAT-I,3,Frozen Semen Straw (FSS) - Cross Breed Holstein Friesion (CBHF),5,35.0,8,4,2
2026-04-08,BEO BARASAT-I,3,Frozen Semen Straw (FSS) - Cross Breed Jersey (CBJ),6,44.0,8,4,2
2026-04-08,BEO BARASAT-I,3,Frozen Semen Straw (FSS) - GIR,7,21.0,8,4,2
2026-04-08,BEO BARASAT-I,3,Frozen Semen Straw (FSS) Buffalo Murrah,9,1.0,8,4,2
2026-04-08,BEO BARASAT-I,3,Liquid Nitrogen (LN2) ,11,70.0,8,4,2
2026-04-08,BEO BARRACKPUR-II,6,Liquid Nitrogen (LN2) ,11,2.0,8,4,2
2026-04-08,BEO BASIRHAT-II,8,AI Gloves (50 Pcs Packet) - 2024,0,3.0,8,4,2
2026-04-08,BEO BASIRHAT-II,8,AI Sheath - for 0.25 ml straw (50 Pcs Packet),3,2.0,8,4,2
2026-04-08,BEO BASIRHAT-II,8,Frozen Semen Straw (FSS) - Cross Breed Holstein Friesion (CBHF),5,75.0,8,4,2
2026-04-08,BEO BASIRHAT-II,8,Frozen Semen Straw (FSS) - Cross Breed Jersey (CBJ),6,205.0,8,4,2
2026-04-08,BEO BASIRHAT-II,8,Frozen Semen Straw (FSS) - GIR,7,215.0,8,4,2
2026-04-08,BEO BASIRHAT-II,8,Frozen Semen Straw (FSS) - Pure Jersey (PJ) ,8,70.0,8,4,2
2026-04-08,BEO BASIRHAT-II,8,Liquid Nitrogen (LN2) ,11,117.0,8,4,2
2026-04-08,BEO BONGAON,9,AI Gloves (50 Pcs Packet) - 2024,0,1.0,8,4,2
2026-04-08,BEO BONGAON,9,AI Sheath - for 0.25 ml straw (50 Pcs Packet),3,2.0,8,4,2
2026-04-08,BEO BONGAON,9,Frozen Semen Straw (FSS) - Cross Breed Jersey (CBJ),6,45.0,8,4,2
2026-04-08,BEO BONGAON,9,Frozen Semen Straw (FSS) - GIR,7,11.0,8,4,2
2026-04-08,BEO BONGAON,9,Liquid Nitrogen (LN2) ,11,38.0,8,4,2
2026-04-08,BEO GAIGHATA,11,AI Sheath - for 0.25 ml straw (50 Pcs Packet),3,1.0,8,4,2
2026-04-08,BEO GAIGHATA,11,Frozen Semen Straw (FSS) - Pure Jersey (PJ) ,8,12.0,8,4,2
2026-04-08,BEO GAIGHATA,11,Liquid Nitrogen (LN2) ,11,26.0,8,4,2
2026-04-08,BEO HAROA,14,AI Sheath - for 0.25 ml straw (50 Pcs Packet),3,1.0,8,4,2
2026-04-08,BEO HAROA,14,Frozen Semen Straw (FSS) - Cross Breed Jersey (CBJ),6,5.0,8,4,2
2026-04-08,BEO HAROA,14,Liquid Nitrogen (LN2) ,11,4.0,8,4,2
2026-04-08,BEO HASNABAD,15,Liquid Nitrogen (LN2) ,11,39.0,8,4,2
2026-04-08,BEO MINAKHAN,17,Liquid Nitrogen (LN2) ,11,6.0,8,4,2
2026-04-08,BEO SWARUPNAGAR,21,AI Sheath - for 0.25 ml straw (50 Pcs Packet),3,1.0,8,4,2
2026-04-08,BEO SWARUPNAGAR,21,Frozen Semen Straw (FSS) - Cross Breed Holstein Friesion (CBHF),5,10.0,8,4,2
2026-04-08,BEO SWARUPNAGAR,21,Frozen Semen Straw (FSS) - Cross Breed Jersey (CBJ),6,30.0,8,4,2
2026-04-08,BEO SWARUPNAGAR,21,Frozen Semen Straw (FSS) - GIR,7,10.0,8,4,2
2026-04-08,BEO SWARUPNAGAR,21,Liquid Nitrogen (LN2) ,11,16.0,8,4,2
2026-04-08,DPD 24 PARAGANAS NORTH ,22,Frozen Semen Straw (FSS) - Cross Breed Holstein Friesion (CBHF),5,10.0,8,4,2
2026-04-08,DPD 24 PARAGANAS NORTH ,22,Frozen Semen Straw (FSS) - Cross Breed Jersey (CBJ),6,10.0,8,4,2
2026-04-08,DPD 24 PARAGANAS NORTH ,22,Frozen Semen Straw (FSS) - GIR,7,10.0,8,4,2
2026-04-08,DPD 24 PARAGANAS NORTH ,22,Liquid Nitrogen (LN2) ,11,57.0,8,4,2
2026-04-09,BEO BARRACKPUR-II,6,Sex Sorted Semen Straw (SS) Cross Breed Jersey (CBJ),14,1.0,9,4,3
2026-04-09,BEO HINGALGANJ,16,Frozen Semen Straw (FSS) - GIR,7,10.0,9,4,3
2026-04-09,BEO HINGALGANJ,16,Frozen Semen Straw (FSS) - Pure Jersey (PJ) ,8,10.0,9,4,3
2026-04-09,BEO HINGALGANJ,16,Liquid Nitrogen (LN2) ,11,45.0,9,4,3
2026-04-09,BEO SWARUPNAGAR,21,Liquid Nitrogen (LN2) ,11,9.0,9,4,3
2026-04-10,BEO BARRACKPUR-I,5,AI Sheath - for 0.25 ml straw (50 Pcs Packet),3,2.0,10,4,4
2026-04-10,BEO BARRACKPUR-I,5,Frozen Semen Straw (FSS) - Cross Breed Holstein Friesion (CBHF),5,30.0,10,4,4
2026-04-10,BEO BARRACKPUR-I,5,Frozen Semen Straw (FSS) - Cross Breed Jersey (CBJ),6,15.0,10,4,4
2026-04-10,BEO BARRACKPUR-I,5,Frozen Semen Straw (FSS) - GIR,7,15.0,10,4,4
2026-04-10,BEO BARRACKPUR-I,5,Frozen Semen Straw (FSS) Buffalo Murrah,9,40.0,10,4,4
2026-04-10,DPD 24 PARAGANAS NORTH ,22,Liquid Nitrogen (LN2) ,11,42.0,10,4,4
2026-04-13,BEO AMDANGA,0,AI Sheath - for 0.25 ml straw (50 Pcs Packet),3,3.0,13,4,0
2026-04-13,BEO AMDANGA,0,Frozen Semen Straw (FSS) - Cross Breed Holstein Friesion (CBHF),5,58.0,13,4,0
2026-04-13,BEO AMDANGA,0,Frozen Semen Straw (FSS) - Cross Breed Jersey (CBJ),6,79.0,13,4,0
2026-04-13,BEO AMDANGA,0,Frozen Semen Straw (FSS) - GIR,7,53.0,13,4,0
2026-04-13,BEO AMDANGA,0,Frozen Semen Straw (FSS) - Pure Jersey (PJ) ,8,5.0,13,4,0
2026-04-13,BEO AMDANGA,0,Liquid Nitrogen (LN2) ,11,51.0,13,4,0
2026-04-13,BEO BADURIA,1,AI Gloves (50 Pcs Packet) - 2024,0,5.0,13,4,0
2026-04-13,BEO BADURIA,1,AI Sheath - for 0.25 ml straw (50 Pcs Packet),3,6.0,13,4,0
2026-04-13,BEO BADURIA,1,Frozen Semen Straw (FSS) - Cross Breed Holstein Friesion (CBHF),5,40.0,13,4,0
2026-04-13,BEO BADURIA,1,Frozen Semen Straw (FSS) - Cross Breed Jersey (CBJ),6,70.0,13,4,0
2026-04-13,BEO BADURIA,1,Frozen Semen Straw (FSS) - GIR,7,220.0,13,4,0
2026-04-13,BEO BADURIA,1,Frozen Semen Straw (FSS) - Pure Jersey (PJ) ,8,90.0,13,4,0
2026-04-13,BEO BADURIA,1,Liquid Nitrogen (LN2) ,11,104.0,13,4,0
2026-04-13,BEO BAGDA,2,Liquid Nitrogen (LN2) ,11,10.0,13,4,0
2026-04-13,BEO BARRACKPUR-II,6,AI Sheath - for 0.25 ml straw (50 Pcs Packet),3,4.0,13,4,0
2026-04-13,BEO BARRACKPUR-II,6,Frozen Semen Straw (FSS) - Cross Breed Holstein Friesion (CBHF),5,22.0,13,4,0
2026-04-13,BEO BARRACKPUR-II,6,Frozen Semen Straw (FSS) - Cross Breed Jersey (CBJ),6,31.0,13,4,0
2026-04-13,BEO BARRACKPUR-II,6,Frozen Semen Straw (FSS) - GIR,7,5.0,13,4,0
2026-04-13,BEO BARRACKPUR-II,6,Frozen Semen Straw (FSS) Buffalo Murrah,9,24.0,13,4,0
2026-04-13,BEO BARRACKPUR-II,6,Liquid Nitrogen (LN2) ,11,27.0,13,4,0
2026-04-13,BEO BASIRHAT-I,7,AI Gloves (50 Pcs Packet) - 2024,0,1.0,13,4,0
2026-04-13,BEO BASIRHAT-I,7,AI Sheath - for 0.25 ml straw (50 Pcs Packet),3,4.0,13,4,0
2026-04-13,BEO BASIRHAT-I,7,Frozen Semen Straw (FSS) - Cross Breed Holstein Friesion (CBHF),5,8.0,13,4,0
2026-04-13,BEO BASIRHAT-I,7,Frozen Semen Straw (FSS) - Cross Breed Jersey (CBJ),6,77.0,13,4,0
2026-04-13,BEO BASIRHAT-I,7,Frozen Semen Straw (FSS) - GIR,7,20.0,13,4,0
2026-04-13,BEO BASIRHAT-I,7,Frozen Semen Straw (FSS) - Pure Jersey (PJ) ,8,30.0,13,4,0
2026-04-13,BEO BASIRHAT-I,7,Liquid Nitrogen (LN2) ,11,36.0,13,4,0
2026-04-13,BEO BONGAON,9,AI Gloves (50 Pcs Packet) - 2024,0,3.0,13,4,0
2026-04-13,BEO BONGAON,9,Frozen Semen Straw (FSS) - Cross Breed Jersey (CBJ),6,118.0,13,4,0
2026-04-13,BEO BONGAON,9,Frozen Semen Straw (FSS) - GIR,7,15.0,13,4,0
2026-04-13,BEO BONGAON,9,Liquid Nitrogen (LN2) ,11,41.0,13,4,0
2026-04-13,BEO GAIGHATA,11,Frozen Semen Straw (FSS) - Cross Breed Holstein Friesion (CBHF),5,45.0,13,4,0
2026-04-13,BEO GAIGHATA,11,Frozen Semen Straw (FSS) - GIR,7,4.0,13,4,0
2026-04-13,BEO GAIGHATA,11,Frozen Semen Straw (FSS) - Pure Jersey (PJ) ,8,31.0,13,4,0
2026-04-13,BEO GAIGHATA,11,Liquid Nitrogen (LN2) ,11,56.0,13,4,0
2026-04-13,BEO HABRA-I,12,AI Gloves (50 Pcs Packet) - 2024,0,2.0,13,4,0
2026-04-13,BEO HABRA-I,12,AI Sheath - for 0.25 ml straw (50 Pcs Packet),3,4.0,13,4,0
2026-04-13,BEO HABRA-I,12,Frozen Semen Straw (FSS) - Cross Breed Holstein Friesion (CBHF),5,60.0,13,4,0
2026-04-13,BEO HABRA-I,12,Frozen Semen Straw (FSS) - Cross Breed Jersey (CBJ),6,65.0,13,4,0
2026-04-13,BEO HABRA-I,12,Frozen Semen Straw (FSS) - GIR,7,65.0,13,4,0
2026-04-13,BEO HABRA-I,12,Frozen Semen Straw (FSS) - Pure Jersey (PJ) ,8,45.0,13,4,0
2026-04-13,BEO HABRA-I,12,Liquid Nitrogen (LN2) ,11,35.0,13,4,0
2026-04-13,BEO HABRA-II,13,AI Sheath - for 0.25 ml straw (50 Pcs Packet),3,1.0,13,4,0
2026-04-13,BEO HABRA-II,13,Frozen Semen Straw (FSS) - Pure Jersey (PJ) ,8,10.0,13,4,0
2026-04-13,BEO HABRA-II,13,Liquid Nitrogen (LN2) ,11,9.0,13,4,0
2026-04-13,BEO HASNABAD,15,Liquid Nitrogen (LN2) ,11,3.0,13,4,0
2026-04-13,BEO SWARUPNAGAR,21,AI Sheath - for 0.25 ml straw (50 Pcs Packet),3,1.0,13,4,0
2026-04-13,BEO SWARUPNAGAR,21,Frozen Semen Straw (FSS) - Cross Breed Holstein Friesion (CBHF),5,20.0,13,4,0
2026-04-13,BEO SWARUPNAGAR,21,Frozen Semen Straw (FSS) - Cross Breed Jersey (CBJ),6,30.0,13,4,0
2026-04-13,BEO SWARUPNAGAR,21,Frozen Semen Straw (FSS) - GIR,7,10.0,13,4,0
2026-04-13,BEO SWARUPNAGAR,21,Frozen Semen Straw (FSS) - Pure Jersey (PJ) ,8,50.0,13,4,0
2026-04-13,BEO SWARUPNAGAR,21,Liquid Nitrogen (LN2) ,11,33.0,13,4,0
2026-04-13,DPD 24 PARAGANAS NORTH ,22,Cryo Container  - BA-3 - 2025,4,1.0,13,4,0
2026-04-13,DPD 24 PARAGANAS NORTH ,22,Frozen Semen Straw (FSS) - Cross Breed Jersey (CBJ),6,10.0,13,4,0
2026-04-13,DPD 24 PARAGANAS NORTH ,22,Frozen Semen Straw (FSS) Buffalo Murrah,9,10.0,13,4,0
2026-04-13,DPD 24 PARAGANAS NORTH ,22,Liquid Nitrogen (LN2) ,11,77.0,13,4,0
